agent_id,episode,step,berries,berries_consumed,berries_foraged,berries_thrown,health,wellbeing,action,dead,num_behaviours
0,1,0,1,0,1,0,0.94,21.5,move,False,1
1,1,0,1,0,1,0,0.94,21.5,move,False,1
2,1,0,1,0,1,0,0.94,21.5,move,False,1
3,1,0,1,0,1,0,0.94,21.5,move,False,1
0,1,1,1,0,1,1,0.8799999999999999,20.5,throw,False,2
1,1,1,1,0,1,1,0.8799999999999999,20.5,throw,False,2
2,1,1,1,0,1,1,0.8799999999999999,20.5,throw,False,2
3,1,1,1,0,1,1,0.8799999999999999,20.5,throw,False,2
0,1,2,1,0,1,2,0.8199999999999998,19.5,throw,False,2
1,1,2,1,0,1,2,0.8199999999999998,19.5,throw,False,2
2,1,2,1,0,1,2,0.8199999999999998,19.5,throw,False,2
3,1,2,1,0,1,2,0.8199999999999998,19.5,throw,False,2
0,1,3,1,1,1,2,1.1099999999999999,24.333333333333332,eat,False,3
1,1,3,0,0,1,3,0.7599999999999998,12.666666666666664,throw,False,2
2,1,3,1,0,1,3,0.7599999999999998,18.5,throw,False,2
3,1,3,1,0,1,3,0.7599999999999998,18.5,throw,False,2
0,1,4,1,1,1,3,1.0499999999999998,23.333333333333332,throw,False,4
1,1,4,0,0,1,4,0.6999999999999997,11.666666666666663,throw,False,2
2,1,4,1,0,1,4,0.6999999999999997,17.499999999999996,throw,False,2
3,1,4,1,0,1,4,0.6999999999999997,17.499999999999996,throw,False,2
0,1,5,1,1,1,4,0.9899999999999998,22.333333333333332,throw,False,4
1,1,5,2,0,2,4,0.6399999999999997,22.33333333333333,move,False,3
2,1,5,0,0,1,5,0.6399999999999997,10.666666666666663,throw,False,3
3,1,5,1,0,1,5,0.6399999999999997,16.499999999999996,throw,False,3
0,1,6,0,1,1,5,0.9299999999999997,15.499999999999996,throw,False,5
1,1,6,1,0,2,5,0.5799999999999996,15.499999999999995,throw,False,4
2,1,6,2,0,1,5,0.5799999999999996,21.33333333333333,move,False,4
3,1,6,1,0,1,6,0.5799999999999996,15.499999999999995,throw,False,3
0,1,7,1,1,2,5,0.8699999999999997,20.33333333333333,move,False,5
1,1,7,2,0,2,6,0.5199999999999996,20.333333333333325,throw,False,5
2,1,7,1,0,1,6,0.5199999999999996,14.499999999999993,throw,False,5
3,1,7,1,0,1,7,0.5199999999999996,14.499999999999993,throw,False,4
0,1,8,0,2,2,5,1.1599999999999997,19.33333333333333,eat,False,5
1,1,8,2,0,3,7,0.4599999999999996,19.333333333333325,throw,False,6
2,1,8,2,0,1,7,0.4599999999999996,19.333333333333325,throw,False,5
3,1,8,1,0,1,8,0.4599999999999996,13.499999999999995,throw,False,5
0,1,9,1,2,3,5,1.0999999999999996,24.166666666666664,move,False,5
1,1,9,2,0,3,8,0.3999999999999996,18.33333333333333,throw,False,6
2,1,9,2,0,1,8,0.3999999999999996,18.33333333333333,throw,False,5
3,1,9,1,0,1,9,0.3999999999999996,12.499999999999993,throw,False,5
0,1,10,1,2,3,6,1.0399999999999996,23.16666666666666,throw,False,5
1,1,10,2,0,3,9,0.3399999999999996,17.33333333333333,throw,False,6
2,1,10,1,0,1,9,0.3399999999999996,11.499999999999993,throw,False,5
3,1,10,2,0,1,10,0.3399999999999996,17.33333333333333,throw,False,5
0,1,11,0,2,3,7,0.9799999999999995,16.333333333333325,throw,False,5
1,1,11,2,0,3,10,0.2799999999999996,16.333333333333325,throw,False,6
2,1,11,2,0,1,10,0.2799999999999996,16.333333333333325,throw,False,5
3,1,11,2,0,1,11,0.2799999999999996,16.333333333333325,throw,False,5
0,1,12,0,2,3,7,0.9199999999999995,15.333333333333325,move,False,5
1,1,12,1,1,3,10,0.5699999999999996,15.333333333333327,eat,False,7
2,1,12,1,1,1,10,0.5699999999999996,15.333333333333327,eat,False,6
3,1,12,1,1,1,11,0.5699999999999996,15.333333333333327,eat,False,6
0,1,13,1,2,3,8,0.8599999999999994,20.16666666666666,throw,False,5
1,1,13,1,1,3,11,0.5099999999999996,14.333333333333327,throw,False,7
2,1,13,0,1,1,11,0.5099999999999996,8.499999999999993,throw,False,7
3,1,13,1,1,1,12,0.5099999999999996,14.333333333333327,throw,False,6
0,1,14,0,2,3,9,0.7999999999999994,13.333333333333323,throw,False,5
1,1,14,1,1,3,12,0.44999999999999957,13.333333333333327,throw,False,8
2,1,14,1,1,1,12,0.44999999999999957,13.333333333333327,throw,False,7
3,1,14,1,1,1,13,0.44999999999999957,13.333333333333327,throw,False,7
0,1,15,1,2,3,10,0.7399999999999993,18.166666666666657,throw,False,5
1,1,15,0,1,3,13,0.38999999999999957,6.499999999999993,throw,False,8
2,1,15,1,1,1,13,0.38999999999999957,12.333333333333327,throw,False,7
3,1,15,1,1,1,14,0.38999999999999957,12.333333333333327,throw,False,7
0,1,16,1,2,3,11,0.6799999999999993,17.166666666666657,throw,False,5
1,1,16,1,1,3,14,0.32999999999999957,11.333333333333325,throw,False,8
2,1,16,1,1,1,14,0.32999999999999957,11.333333333333325,throw,False,7
3,1,16,0,1,1,15,0.32999999999999957,5.499999999999993,throw,False,7
0,1,17,0,3,3,11,0.9699999999999993,16.166666666666657,eat,False,6
1,1,17,1,1,3,15,0.2699999999999996,10.333333333333327,throw,False,8
2,1,17,0,1,1,15,0.2699999999999996,4.499999999999993,throw,False,7
3,1,17,2,1,2,15,0.2699999999999996,16.16666666666666,move,False,8
0,1,18,1,3,4,11,0.9099999999999993,20.99999999999999,move,False,7
1,1,18,0,2,3,15,0.5599999999999996,9.333333333333327,eat,False,9
2,1,18,1,1,2,15,0.20999999999999958,9.333333333333327,move,False,8
3,1,18,1,2,2,15,0.5599999999999996,15.16666666666666,eat,False,9
0,1,19,1,4,5,11,1.1999999999999993,25.833333333333325,eat,False,8
1,1,19,0,2,3,16,0.4999999999999996,8.333333333333327,throw,False,9
2,1,19,1,2,2,15,0.4999999999999996,14.16666666666666,eat,False,9
3,1,19,0,2,2,16,0.4999999999999996,8.333333333333327,throw,False,9
0,1,20,1,4,6,12,1.1399999999999992,24.83333333333332,throw,False,8
1,1,20,1,2,4,16,0.4399999999999996,13.16666666666666,move,False,10
2,1,20,1,2,2,16,0.4399999999999996,13.16666666666666,throw,False,9
3,1,20,1,2,2,16,0.4399999999999996,13.16666666666666,move,False,9
0,1,21,1,4,6,12,1.0799999999999992,23.83333333333332,move,False,9
