agent_id,episode,step,berries,berries_consumed,berries_foraged,berries_thrown,health,wellbeing,action,dead,num_behaviours
0,1,0,0,0,0,0,0.94,15.666666666666666,move,False,1
1,1,0,1,0,1,0,0.94,21.5,move,False,1
2,1,0,0,0,0,0,0.94,15.666666666666666,move,False,1
3,1,0,0,0,0,0,0.94,15.666666666666666,move,False,1
0,1,1,0,0,0,1,0.8799999999999999,14.666666666666666,throw,False,2
1,1,1,1,0,1,1,0.8799999999999999,20.5,throw,False,2
2,1,1,1,0,1,0,0.8799999999999999,20.5,move,False,1
3,1,1,1,0,1,0,0.8799999999999999,20.5,move,False,1
0,1,2,0,0,0,2,0.8199999999999998,13.666666666666664,throw,False,2
1,1,2,1,0,1,2,0.8199999999999998,19.5,throw,False,2
2,1,2,1,0,1,1,0.8199999999999998,19.5,throw,False,2
3,1,2,1,0,1,1,0.8199999999999998,19.5,throw,False,2
0,1,3,0,0,0,3,0.7599999999999998,12.666666666666664,throw,False,2
1,1,3,1,0,1,3,0.7599999999999998,18.5,throw,False,2
2,1,3,1,0,1,2,0.7599999999999998,18.5,throw,False,2
3,1,3,1,0,1,2,0.7599999999999998,18.5,throw,False,2
0,1,4,1,0,0,4,0.6999999999999997,17.499999999999996,throw,False,2
1,1,4,1,0,1,4,0.6999999999999997,17.499999999999996,throw,False,2
2,1,4,1,0,1,3,0.6999999999999997,17.499999999999996,throw,False,2
3,1,4,0,0,1,3,0.6999999999999997,11.666666666666663,throw,False,2
0,1,5,1,0,0,5,0.6399999999999997,16.499999999999996,throw,False,3
1,1,5,0,0,1,5,0.6399999999999997,10.666666666666663,throw,False,3
2,1,5,1,0,1,4,0.6399999999999997,16.499999999999996,throw,False,3
3,1,5,1,0,1,4,0.6399999999999997,16.499999999999996,throw,False,3
0,1,6,1,0,0,6,0.5799999999999996,15.499999999999995,throw,False,4
1,1,6,0,0,1,6,0.5799999999999996,9.66666666666666,throw,False,4
2,1,6,1,0,1,5,0.5799999999999996,15.499999999999995,throw,False,3
3,1,6,1,0,1,5,0.5799999999999996,15.499999999999995,throw,False,4
0,1,7,1,0,0,7,0.5199999999999996,14.499999999999993,throw,False,4
1,1,7,0,0,1,7,0.5199999999999996,8.66666666666666,throw,False,4
2,1,7,1,0,1,6,0.5199999999999996,14.499999999999993,throw,False,4
3,1,7,1,0,1,6,0.5199999999999996,14.499999999999993,throw,False,4
0,1,8,0,0,0,8,0.4599999999999996,7.66666666666666,throw,False,4
1,1,8,1,0,1,8,0.4599999999999996,13.499999999999995,throw,False,4
2,1,8,1,0,1,7,0.4599999999999996,13.499999999999995,throw,False,4
3,1,8,1,0,1,7,0.4599999999999996,13.499999999999995,throw,False,4
0,1,9,2,0,1,8,0.3999999999999996,18.33333333333333,move,False,5
1,1,9,1,0,2,9,0.3999999999999996,12.499999999999993,throw,False,4
2,1,9,1,0,1,8,0.3999999999999996,12.499999999999993,throw,False,4
3,1,9,1,0,1,8,0.3999999999999996,12.499999999999993,throw,False,4
0,1,10,2,0,1,9,0.3399999999999996,17.33333333333333,throw,False,6
1,1,10,2,0,2,10,0.3399999999999996,17.33333333333333,throw,False,4
2,1,10,1,0,1,9,0.3399999999999996,11.499999999999993,throw,False,5
3,1,10,0,0,1,9,0.3399999999999996,5.66666666666666,throw,False,4
0,1,11,2,0,1,10,0.2799999999999996,16.333333333333325,throw,False,6
1,1,11,2,0,2,11,0.2799999999999996,16.333333333333325,throw,False,5
2,1,11,0,0,1,10,0.2799999999999996,4.66666666666666,throw,False,5
3,1,11,1,0,1,10,0.2799999999999996,10.499999999999993,throw,False,4
0,1,12,1,1,1,10,0.5699999999999996,15.333333333333327,eat,False,7
1,1,12,1,1,2,11,0.5699999999999996,15.333333333333327,eat,False,6
2,1,12,1,0,2,10,0.21999999999999958,9.499999999999995,move,False,6
3,1,12,0,1,1,10,0.5699999999999996,9.499999999999995,eat,False,5
0,1,13,1,1,1,11,0.5099999999999996,14.333333333333327,throw,False,7
1,1,13,0,1,2,12,0.5099999999999996,8.499999999999993,throw,False,6
2,1,13,2,1,3,10,0.5099999999999996,20.16666666666666,eat,False,7
3,1,13,0,1,1,10,0.5099999999999996,8.499999999999993,move,False,6
0,1,14,2,1,1,12,0.44999999999999957,19.166666666666657,throw,False,7
1,1,14,0,1,2,13,0.44999999999999957,7.499999999999993,throw,False,6
2,1,14,1,1,3,11,0.44999999999999957,13.333333333333327,throw,False,8
3,1,14,1,1,2,10,0.44999999999999957,13.333333333333327,move,False,6
0,1,15,2,1,1,13,0.38999999999999957,18.166666666666657,throw,False,7
1,1,15,1,1,2,13,0.38999999999999957,12.333333333333327,move,False,7
2,1,15,1,1,3,12,0.38999999999999957,12.333333333333327,throw,False,8
3,1,15,0,1,2,11,0.38999999999999957,6.499999999999993,throw,False,6
0,1,16,2,1,1,14,0.32999999999999957,17.16666666666666,throw,False,7
1,1,16,0,1,2,14,0.32999999999999957,5.499999999999993,throw,False,7
2,1,16,1,1,3,13,0.32999999999999957,11.333333333333325,throw,False,8
3,1,16,1,1,2,12,0.32999999999999957,11.333333333333325,throw,False,6
0,1,17,2,1,1,15,0.2699999999999996,16.16666666666666,throw,False,7
1,1,17,1,1,2,15,0.2699999999999996,10.333333333333327,throw,False,7
2,1,17,0,1,3,14,0.2699999999999996,4.499999999999993,throw,False,8
3,1,17,1,1,2,13,0.2699999999999996,10.333333333333327,throw,False,6
0,1,18,1,2,1,15,0.5599999999999996,15.16666666666666,eat,False,7
1,1,18,0,2,2,15,0.5599999999999996,9.333333333333327,eat,False,8
2,1,18,1,1,4,14,0.20999999999999958,9.333333333333327,move,False,8
3,1,18,0,2,2,13,0.5599999999999996,9.333333333333327,eat,False,6
0,1,19,0,2,1,16,0.4999999999999996,8.333333333333327,throw,False,7
1,1,19,0,2,2,15,0.4999999999999996,8.333333333333327,move,False,8
2,1,19,1,2,4,14,0.4999999999999996,14.16666666666666,eat,False,9
3,1,19,1,2,3,13,0.4999999999999996,14.16666666666666,move,False,6
