agent_id,episode,step,berries,berries_consumed,berries_foraged,berries_thrown,health,wellbeing,action,dead,num_behaviours
0,1,0,1,0,1,0,0.94,21.5,move,False,1
1,1,0,1,0,1,0,0.94,21.5,move,False,1
2,1,0,1,0,1,0,0.94,21.5,move,False,1
3,1,0,1,0,1,0,0.94,21.5,move,False,1
0,1,1,1,1,1,0,1.23,26.333333333333336,eat,False,2
1,1,1,2,0,1,1,0.8799999999999999,26.333333333333332,throw,False,2
2,1,1,1,0,2,1,0.8799999999999999,20.5,throw,False,2
3,1,1,0,0,1,1,0.8799999999999999,14.666666666666666,throw,False,2
0,1,2,0,2,1,0,1.52,25.333333333333336,eat,False,3
1,1,2,2,0,1,2,0.8199999999999998,25.333333333333332,throw,False,3
2,1,2,1,0,2,2,0.8199999999999998,19.5,throw,False,2
3,1,2,0,0,1,2,0.8199999999999998,13.666666666666664,throw,False,2
0,1,3,1,2,2,0,1.46,30.166666666666668,move,False,3
1,1,3,2,0,1,3,0.7599999999999998,24.33333333333333,throw,False,3
2,1,3,0,0,2,3,0.7599999999999998,12.666666666666664,throw,False,2
3,1,3,1,0,1,2,0.7599999999999998,18.5,move,False,2
0,1,4,1,2,2,0,1.4,29.166666666666668,move,False,4
1,1,4,1,0,1,4,0.6999999999999997,17.499999999999996,throw,False,3
2,1,4,1,0,2,4,0.6999999999999997,17.499999999999996,throw,False,2
3,1,4,1,0,1,3,0.6999999999999997,17.499999999999996,throw,False,2
0,1,5,2,2,3,0,1.3399999999999999,34.0,move,False,4
1,1,5,1,0,1,5,0.6399999999999997,16.499999999999996,throw,False,4
2,1,5,1,0,2,5,0.6399999999999997,16.499999999999996,throw,False,3
3,1,5,1,0,1,4,0.6399999999999997,16.499999999999996,throw,False,3
0,1,6,2,2,3,0,1.2799999999999998,33.0,move,False,5
1,1,6,1,0,1,6,0.5799999999999996,15.499999999999995,throw,False,5
2,1,6,1,0,2,6,0.5799999999999996,15.499999999999995,throw,False,4
3,1,6,2,0,2,5,0.5799999999999996,21.33333333333333,throw,False,3
0,1,7,3,2,4,0,1.2199999999999998,37.83333333333333,move,False,5
1,1,7,1,0,1,7,0.5199999999999996,14.499999999999993,throw,False,5
2,1,7,1,0,2,7,0.5199999999999996,14.499999999999993,throw,False,4
3,1,7,2,0,2,6,0.5199999999999996,20.333333333333325,throw,False,4
0,1,8,2,3,4,0,1.5099999999999998,36.833333333333336,eat,False,5
1,1,8,1,0,1,8,0.4599999999999996,13.499999999999995,throw,False,6
2,1,8,2,0,2,8,0.4599999999999996,19.333333333333325,throw,False,4
3,1,8,1,0,2,7,0.4599999999999996,13.499999999999995,throw,False,5
0,1,9,1,4,4,0,1.7999999999999998,35.833333333333336,eat,False,5
1,1,9,1,0,1,9,0.3999999999999996,12.499999999999993,throw,False,6
2,1,9,2,0,2,9,0.3999999999999996,18.33333333333333,throw,False,5
3,1,9,1,0,2,8,0.3999999999999996,12.499999999999993,throw,False,5
0,1,10,0,5,4,0,2.09,34.833333333333336,eat,False,5
1,1,10,2,0,1,10,0.3399999999999996,17.33333333333333,throw,False,6
2,1,10,2,0,2,10,0.3399999999999996,17.33333333333333,throw,False,5
3,1,10,0,0,2,9,0.3399999999999996,5.66666666666666,throw,False,5
0,1,11,0,5,4,0,2.03,33.83333333333333,move,False,5
1,1,11,2,0,1,11,0.2799999999999996,16.333333333333325,throw,False,6
2,1,11,2,0,2,11,0.2799999999999996,16.333333333333325,throw,False,5
3,1,11,0,0,2,10,0.2799999999999996,4.66666666666666,throw,False,5
0,1,12,0,5,4,0,1.9699999999999998,32.83333333333333,move,False,6
1,1,12,1,1,1,11,0.5699999999999996,15.333333333333327,eat,False,7
2,1,12,1,1,2,11,0.5699999999999996,15.333333333333327,eat,False,6
3,1,12,1,0,3,10,0.21999999999999958,9.499999999999995,move,False,6
0,1,13,1,5,5,0,1.9099999999999997,37.666666666666664,move,False,6
1,1,13,1,1,1,12,0.5099999999999996,14.333333333333327,throw,False,8
2,1,13,0,1,2,12,0.5099999999999996,8.499999999999993,throw,False,7
3,1,13,1,1,3,10,0.5099999999999996,14.333333333333327,eat,False,7
0,1,14,0,6,5,0,2.1999999999999997,36.666666666666664,eat,False,7
1,1,14,0,1,1,13,0.44999999999999957,7.499999999999993,throw,False,8
2,1,14,2,1,3,12,0.44999999999999957,19.166666666666657,move,False,8
3,1,14,1,1,3,11,0.44999999999999957,13.333333333333327,throw,False,7
0,1,15,0,6,5,0,2.1399999999999997,35.666666666666664,move,False,7
1,1,15,1,1,1,14,0.38999999999999957,12.333333333333327,throw,False,8
2,1,15,2,1,4,13,0.38999999999999957,18.166666666666657,throw,False,8
3,1,15,1,1,3,12,0.38999999999999957,12.333333333333327,throw,False,7
0,1,16,1,6,6,0,2.0799999999999996,40.5,move,False,7
1,1,16,2,1,1,15,0.32999999999999957,17.16666666666666,throw,False,8
2,1,16,1,1,4,14,0.32999999999999957,11.333333333333325,throw,False,8
3,1,16,1,1,3,13,0.32999999999999957,11.333333333333325,throw,False,7
0,1,17,1,7,7,0,2.3699999999999997,45.33333333333333,eat,False,7
1,1,17,2,1,2,16,0.2699999999999996,16.16666666666666,throw,False,8
2,1,17,2,1,4,15,0.2699999999999996,16.16666666666666,throw,False,8
3,1,17,2,1,4,14,0.2699999999999996,16.16666666666666,throw,False,7
0,1,18,0,8,7,0,2.6599999999999997,44.33333333333333,eat,False,7
1,1,18,1,2,2,16,0.5599999999999996,15.16666666666666,eat,False,9
2,1,18,1,2,4,15,0.5599999999999996,15.16666666666666,eat,False,9
3,1,18,1,2,4,14,0.5599999999999996,15.16666666666666,eat,False,8
0,1,19,0,8,7,0,2.5999999999999996,43.33333333333333,move,False,7
1,1,19,2,2,2,17,0.4999999999999996,19.999999999999993,throw,False,9
2,1,19,1,2,4,16,0.4999999999999996,14.16666666666666,throw,False,9
3,1,19,0,2,4,15,0.4999999999999996,8.333333333333327,throw,False,8
0,1,20,0,8,7,0,2.5399999999999996,42.33333333333333,move,False,7
1,1,20,1,2,2,18,0.4399999999999996,13.16666666666666,throw,False,9
2,1,20,1,2,4,17,0.4399999999999996,13.16666666666666,throw,False,9
3,1,20,1,2,4,16,0.4399999999999996,13.16666666666666,throw,False,9
0,1,21,1,8,8,0,2.4799999999999995,47.166666666666664,move,False,7
