agent_id,episode,step,berries,berries_consumed,berries_foraged,berries_thrown,health,wellbeing,action,dead,num_behaviours
0,1,0,0,0,0,0,0.94,15.666666666666666,move,False,1
1,1,0,1,0,1,0,0.94,21.5,move,False,1
2,1,0,0,0,0,0,0.94,15.666666666666666,move,False,1
3,1,0,0,0,0,0,0.94,15.666666666666666,move,False,1
0,1,1,2,0,1,0,0.8799999999999999,26.333333333333332,move,False,2
1,1,1,0,0,1,1,0.8799999999999999,14.666666666666666,throw,False,2
2,1,1,1,0,1,0,0.8799999999999999,20.5,move,False,1
3,1,1,1,0,1,0,0.8799999999999999,20.5,move,False,1
0,1,2,1,0,1,1,0.8199999999999998,19.5,throw,False,3
1,1,2,2,0,2,1,0.8199999999999998,25.333333333333332,move,False,2
2,1,2,1,0,1,1,0.8199999999999998,19.5,throw,False,2
3,1,2,1,0,1,1,0.8199999999999998,19.5,throw,False,2
0,1,3,1,1,1,1,1.1099999999999999,24.333333333333332,eat,False,4
1,1,3,1,0,2,2,0.7599999999999998,18.5,throw,False,3
2,1,3,2,0,2,1,0.7599999999999998,24.33333333333333,move,False,3
3,1,3,1,0,1,2,0.7599999999999998,18.5,throw,False,2
0,1,4,1,1,1,2,1.0499999999999998,23.333333333333332,throw,False,5
1,1,4,2,0,2,3,0.6999999999999997,23.33333333333333,throw,False,3
2,1,4,1,0,2,2,0.6999999999999997,17.499999999999996,throw,False,4
3,1,4,1,0,1,3,0.6999999999999997,17.499999999999996,throw,False,3
0,1,5,1,1,1,3,0.9899999999999998,22.333333333333332,throw,False,5
1,1,5,2,0,2,4,0.6399999999999997,22.33333333333333,throw,False,4
2,1,5,1,0,2,3,0.6399999999999997,16.499999999999996,throw,False,5
3,1,5,1,0,1,4,0.6399999999999997,16.499999999999996,throw,False,4
0,1,6,0,1,1,4,0.9299999999999997,15.499999999999996,throw,False,5
1,1,6,2,0,2,5,0.5799999999999996,21.33333333333333,throw,False,4
2,1,6,2,0,2,3,0.5799999999999996,21.33333333333333,move,False,6
3,1,6,1,0,1,5,0.5799999999999996,15.499999999999995,throw,False,5
0,1,7,1,1,2,4,0.8699999999999997,20.33333333333333,move,False,5
1,1,7,2,0,2,6,0.5199999999999996,20.333333333333325,throw,False,4
2,1,7,2,0,2,4,0.5199999999999996,20.333333333333325,throw,False,6
3,1,7,1,0,1,6,0.5199999999999996,14.499999999999993,throw,False,5
0,1,8,0,2,2,4,1.1599999999999997,19.33333333333333,eat,False,5
1,1,8,2,0,2,7,0.4599999999999996,19.333333333333325,throw,False,4
2,1,8,1,0,2,5,0.4599999999999996,13.499999999999995,throw,False,6
3,1,8,3,0,2,6,0.4599999999999996,25.166666666666657,move,False,6
0,1,9,1,2,3,4,1.0999999999999996,24.166666666666664,move,False,5
1,1,9,1,0,2,8,0.3999999999999996,12.499999999999993,throw,False,4
2,1,9,3,0,3,5,0.3999999999999996,24.166666666666657,move,False,6
3,1,9,3,0,2,7,0.3999999999999996,24.166666666666657,throw,False,6
0,1,10,0,2,3,5,1.0399999999999996,17.33333333333333,throw,False,5
1,1,10,2,0,2,9,0.3399999999999996,17.33333333333333,throw,False,4
2,1,10,3,0,3,6,0.3399999999999996,23.166666666666657,throw,False,6
3,1,10,3,0,2,8,0.3399999999999996,23.166666666666657,throw,False,6
0,1,11,1,2,3,6,0.9799999999999995,22.16666666666666,throw,False,5
1,1,11,3,0,2,10,0.2799999999999996,22.166666666666657,throw,False,4
2,1,11,2,0,3,7,0.2799999999999996,16.333333333333325,throw,False,6
3,1,11,2,0,2,9,0.2799999999999996,16.333333333333325,throw,False,6
0,1,12,0,2,3,7,0.9199999999999995,15.333333333333325,throw,False,5
1,1,12,2,1,2,10,0.5699999999999996,21.16666666666666,eat,False,5
2,1,12,2,1,3,7,0.5699999999999996,21.16666666666666,eat,False,7
3,1,12,1,1,2,9,0.5699999999999996,15.333333333333327,eat,False,7
0,1,13,0,3,3,7,1.2099999999999995,20.16666666666666,eat,False,5
1,1,13,1,1,2,11,0.5099999999999996,14.333333333333327,throw,False,6
2,1,13,2,1,3,8,0.5099999999999996,20.16666666666666,throw,False,7
3,1,13,1,1,2,10,0.5099999999999996,14.333333333333327,throw,False,7
0,1,14,1,3,4,7,1.1499999999999995,24.999999999999993,move,False,5
1,1,14,0,1,2,12,0.44999999999999957,7.499999999999993,throw,False,7
2,1,14,2,1,3,9,0.44999999999999957,19.166666666666657,throw,False,7
3,1,14,2,1,2,10,0.44999999999999957,19.166666666666657,move,False,7
0,1,15,0,3,4,8,1.0899999999999994,18.166666666666657,throw,False,6
1,1,15,2,1,2,12,0.38999999999999957,18.166666666666657,move,False,8
2,1,15,2,1,3,10,0.38999999999999957,18.166666666666657,throw,False,7
3,1,15,1,1,2,11,0.38999999999999957,12.333333333333327,throw,False,7
0,1,16,0,3,4,8,1.0299999999999994,17.166666666666657,move,False,6
1,1,16,2,1,2,13,0.32999999999999957,17.16666666666666,throw,False,8
2,1,16,2,1,3,11,0.32999999999999957,17.16666666666666,throw,False,7
3,1,16,1,1,2,12,0.32999999999999957,11.333333333333325,throw,False,7
0,1,17,1,3,5,8,0.9699999999999993,21.99999999999999,move,False,6
1,1,17,2,1,2,14,0.2699999999999996,16.16666666666666,throw,False,8
2,1,17,2,1,3,12,0.2699999999999996,16.16666666666666,throw,False,7
3,1,17,1,1,2,13,0.2699999999999996,10.333333333333327,throw,False,7
0,1,18,0,3,5,9,0.9099999999999993,15.166666666666655,throw,False,6
1,1,18,2,2,3,14,0.5599999999999996,20.999999999999993,eat,False,8
2,1,18,1,2,3,12,0.5599999999999996,15.16666666666666,eat,False,8
3,1,18,1,2,2,13,0.5599999999999996,15.16666666666666,eat,False,8
0,1,19,1,3,6,9,0.8499999999999992,19.99999999999999,move,False,6
1,1,19,2,2,3,15,0.4999999999999996,19.999999999999993,throw,False,8
2,1,19,2,2,3,13,0.4999999999999996,19.999999999999993,throw,False,8
